251,San Roque ,29.965,Cádiz ,Flag of Andalucía.svg Andalucía,36.2104615,-5.384431699999999
252,Totana ,29.961,Región de Murcia ,Flag of the Region of Murcia.svg Murcia,37.7700655,-1.4990814
253,Ingenio ,29.871,Las Palmas ,Flag of the Canary Islands (simple).svg Canarias,27.9182821,-15.4331746
254,Agüimes ,29.767,Las Palmas ,Flag of the Canary Islands (simple).svg Canarias,27.9018327,-15.4463485
255,Calpe ,29.718,Alicante ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,38.6436469,0.04568759999999999
256,Játiva ,29.469,Valencia ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,38.9899566,-0.5235474
257,Ciudadela ,29.315,Islas Baleares ,Flag of the Balearic Islands.svg Islas Baleares,40.01987099999999,3.809256999999999
258,Níjar ,29.284,Almería ,Flag of Andalucía.svg Andalucía,36.96593060000001,-2.2067723
259,Culleredo ,29.207,La Coruña ,Flag of Galicia.svg Galicia,43.2882033,-8.389602
260,Rota ,29.125,Cádiz ,Flag of Andalucía.svg Andalucía,36.6236874,-6.3601441
261,Galdácano ,29.049,Vizcaya ,Flag of the Basque Country.svg País Vasco,43.2313783,-2.8447524
262,Sueca ,28.986,Valencia ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,39.2033565,-0.3113278
263,Sestao ,28.959,Vizcaya ,Flag of the Basque Country.svg País Vasco,43.3093903,-3.0072372
264,Mahón ,28.942,Islas Baleares ,Flag of the Balearic Islands.svg Islas Baleares,39.8873296,4.259619499999999
265,Ames ,28.852,La Coruña ,Flag of Galicia.svg Galicia,42.9038027,-8.6583677
266,San Pedro de Ribas ,28.783,Barcelona ,Flag of Catalonia.svg Cataluña,41.2570604,1.7830973
267,Carmona ,28.679,Sevilla ,Flag of Andalucía.svg Andalucía,37.471274,-5.6418214
268,Sitges ,28.617,Barcelona ,Flag of Catalonia.svg Cataluña,41.2371851,1.805886
269,Vinaroz ,28.508,Castellón ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,40.4679855,0.4747301
270,Morón de la Frontera ,28.489,Sevilla ,Flag of Andalucía.svg Andalucía,37.1211901,-5.4541928
271,Oliva ,28.4,Valencia ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,38.9223758,-0.1237623
272,Crevillente ,28.362,Alicante ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,38.2446844,-0.8113636
273,Premiá de Mar ,28.31,Barcelona ,Flag of Catalonia.svg Cataluña,41.4946642,2.3591531
274,Algemesí ,28.293,Valencia ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,39.1925693,-0.4337304
275,Durango ,28.226,Vizcaya ,Flag of the Basque Country.svg País Vasco,43.1711864,-2.6313339
276,San Vicente dels Horts ,28.137,Barcelona ,Flag of Catalonia.svg Cataluña,41.3898442,2.0035906
277,Almuñécar ,27.754,Granada ,Flag of Andalucía.svg Andalucía,36.734473,-3.6890198
278,Riveira ,27.699,La Coruña ,Flag of Galicia.svg Galicia,42.5540645,-8.9922481
279,Martorell ,27.457,Barcelona ,Flag of Catalonia.svg Cataluña,41.4795041,1.923048
280,Éibar ,27.396,Guipúzcoa ,Flag of the Basque Country.svg País Vasco,43.1965437,-2.4703057
281,Campello ,27.345,Alicante ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,40.516667,-0.09999999999999999
282,Catarroja ,27.33,Valencia ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,39.4038783,-0.4034584
283,Lepe ,27.241,Huelva ,Flag of Andalucía.svg Andalucía,37.2571539,-7.2032754
284,San Andrés de la Barca ,27.094,Barcelona ,Flag of Catalonia.svg Cataluña,41.4470397,1.9728289
285,Lebrija ,27.029,Sevilla ,Flag of Andalucía.svg Andalucía,36.9197889,-6.0758624
286,Novelda ,26.873,Alicante ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,38.3841032,-0.7668469
287,Villaviciosa de Odón ,26.646,Comunidad de Madrid ,Flag of the Community of Madrid.svg Comunidad de Madrid,40.3626807,-3.9139109
288,Benicarló ,26.553,Castellón ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,40.4126493,0.4243013
289,Villarrobledo ,26.485,Albacete ,Flag of Castile-La Mancha.svg Castilla-La Mancha,39.2683154,-2.6015635
290,Caravaca de la Cruz ,26.438,Región de Murcia ,Flag of the Region of Murcia.svg Murcia,38.1041892,-1.8609152
291,Camas ,26.292,Sevilla ,Flag of Andalucía.svg Andalucía,37.401173,-6.0321884
292,Salou ,26.193,Tarragona ,Flag of Catalonia.svg Cataluña,41.0777581,1.1315203
293,Cangas de Morrazo ,26.121,Pontevedra ,Flag of Galicia.svg Galicia,42.2645845,-8.7809282
294,Villanueva de la Serena ,26.071,Badajoz ,Flag of Extremadura (with coat of arms).svg Extremadura,38.97357520000001,-5.7997323
295,Pineda de Mar ,26.04,Barcelona ,Flag of Catalonia.svg Cataluña,41.62451009999999,2.6827579
296,Candelaria ,25.957,S.C. de Tenerife ,Flag of the Canary Islands (simple).svg Canarias,28.3556768,-16.3717183
297,Almazora ,25.945,Castellón ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,39.9478425,-0.0629989
298,Jumilla ,25.926,Región de Murcia ,Flag of the Region of Murcia.svg Murcia,38.4763532,-1.3221865
299,Marín ,25.864,Pontevedra ,Flag of Galicia.svg Galicia,42.3914848,-8.7020824
300,Onda ,25.704,Castellón ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,39.96512999999999,-0.2625949
301,Cuart de Poblet ,25.449,Valencia ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,39.4697936,-0.5116066
302,Almansa ,25.432,Albacete ,Flag of Castile-La Mancha.svg Castilla-La Mancha,38.8702789,-1.0993366
303,Santa Perpetua de Moguda ,25.331,Barcelona ,Flag of Catalonia.svg Cataluña,41.5356682,2.1794136
304,Valls ,25.016,Tarragona ,Flag of Catalonia.svg Cataluña,41.2854449,1.2494589
305,Calafell ,24.984,Tarragona ,Flag of Catalonia.svg Cataluña,41.1938386,1.5664556
306,Calahorra ,24.839,La Rioja ,Flag of La Rioja (with coat of arms).svg La Rioja,42.3073551,-1.9673133
307,Martos ,24.739,Jaén ,Flag of Andalucía.svg Andalucía,37.7182399,-3.9699874
308,Navalcarnero ,24.613,Comunidad de Madrid ,Flag of the Community of Madrid.svg Comunidad de Madrid,40.285599,-4.0166526
309,Molins de Rey ,24.572,Barcelona ,Flag of Catalonia.svg Cataluña,41.4134488,2.0182425
310,Adra ,24.512,Almería ,Flag of Andalucía.svg Andalucía,36.7479022,-3.0163202
311,Paiporta ,24.506,Valencia ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,39.4274468,-0.4184093
312,Gáldar ,24.361,Las Palmas ,Flag of the Canary Islands (simple).svg Canarias,28.1463501,-15.6515167
313,Erandio ,24.262,Vizcaya ,Flag of the Basque Country.svg País Vasco,43.3028593,-2.9756534
314,Icod de los Vinos ,24.147,S.C. de Tenerife ,Flag of the Canary Islands (simple).svg Canarias,28.3671432,-16.7137571
315,San Pedro del Pinatar ,24.093,Región de Murcia ,Flag of the Region of Murcia.svg Murcia,37.8354703,-0.7913131
316,Altea ,24.056,Alicante ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,38.6029075,-0.0450666
317,Olesa de Montserrat ,23.924,Barcelona ,Flag of Catalonia.svg Cataluña,41.5451695,1.8913371
318,Montilla ,23.87,Córdoba ,Flag of Andalucía.svg Andalucía,37.5877237,-4.637286599999999
319,Alhaurín el Grande ,23.807,Málaga ,Flag of Andalucía.svg Andalucía,36.6428298,-4.6876707
320,Tacoronte ,23.699,S.C. de Tenerife ,Flag of the Canary Islands (simple).svg Canarias,28.4797948,-16.4133213
321,San José ,23.688,Islas Baleares ,Flag of the Balearic Islands.svg Islas Baleares,36.7619796,-2.109435
322,Ibi ,23.683,Alicante ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,38.6212635,-0.5776167
323,Piélagos ,23.672,Cantabria ,Flag of Cantabria.svg Cantabria,43.38727189999999,-3.9368439
324,Tomares ,23.661,Sevilla ,Flag of Andalucía.svg Andalucía,37.375855,-6.0450059
325,Vícar ,23.656,Almería ,Flag of Andalucía.svg Andalucía,36.8314423,-2.6418821
326,Cambre ,23.649,La Coruña ,Flag of Galicia.svg Galicia,43.2926146,-8.3422786
327,Illescas ,23.627,Toledo ,Flag of Castile-La Mancha.svg Castilla-La Mancha,40.1262812,-3.8489895
328,Puenteareas ,23.561,Pontevedra ,Flag of Galicia.svg Galicia,42.1756174,-8.5064757
329,Priego de Córdoba ,23.528,Córdoba ,Flag of Andalucía.svg Andalucía,37.437791,-4.1987434
330,Muchamiel ,23.522,Alicante ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,38.419735,-0.4471011
331,Mogán ,23.476,Las Palmas ,Flag of the Canary Islands (simple).svg Canarias,27.8839292,-15.723279
332,Liria ,23.397,Valencia ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,39.62723039999999,-0.5967222999999999
333,Ciempozuelos ,23.354,Comunidad de Madrid ,Flag of the Community of Madrid.svg Comunidad de Madrid,40.157955,-3.6192473
334,Cullera ,23.304,Valencia ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,39.1631959,-0.2537897
335,Castellar del Vallés ,23.238,Barcelona ,Flag of Catalonia.svg Cataluña,41.6172338,2.0873256
336,Pilar de la Horadada ,22.967,Alicante ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,37.8631809,-0.7901334
337,La Oliva ,22.953,Las Palmas ,Flag of the Canary Islands (simple).svg Canarias,28.6100767,-13.9267252
338,Barbate ,22.928,Cádiz ,Flag of Andalucía.svg Andalucía,36.1900204,-5.9224799
339,Castrillón ,22.893,Principado de Asturias ,Flag of Asturias.svg Asturias,43.2044772,-5.7450973
340,Cártama ,22.867,Málaga ,Flag of Andalucía.svg Andalucía,36.7121567,-4.629873
341,Los Barrios ,22.853,Cádiz ,Flag of Andalucía.svg Andalucía,36.1850645,-5.4925573
342,Palafrugell ,22.816,Gerona ,Flag of Catalonia.svg Cataluña,41.9179112,3.1629611
343,Alcalá la Real ,22.758,Jaén ,Flag of Andalucía.svg Andalucía,37.4645203,-3.9241021
344,Zarauz ,22.697,Guipúzcoa ,Flag of the Basque Country.svg País Vasco,43.284771,-2.1713967
345,Mejorada del Campo ,22.677,Comunidad de Madrid ,Flag of the Community of Madrid.svg Comunidad de Madrid,40.396654,-3.4877129
346,Alboraya ,22.563,Valencia ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,39.4989552,-0.3510141
347,San Juan de Alicante ,22.554,Alicante ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,38.4020456,-0.4360296
348,Almonte ,22.525,Huelva ,Flag of Andalucía.svg Andalucía,37.2596578,-6.516975299999999
349,El Masnou ,22.523,Barcelona ,Flag of Catalonia.svg Cataluña,41.4826455,2.3114706
349,Torrelodones ,22.354,Comunidad de Madrid ,Flag of the Community of Madrid.svg Comunidad de Madrid,40.5766078,-3.9293646
350,Laguna de Duero ,22.334,Valladolid ,Flag of Castile and León.svg Castilla y León,41.5823975,-4.7215266
351,San Antonio Abad ,22.299,Islas Baleares ,Flag of the Balearic Islands.svg Islas Baleares,38.9826357,1.3015192
352,Nerja ,22.294,Málaga ,Flag of Andalucía.svg Andalucía,36.7565204,-3.8724658
353,Armilla ,22.283,Granada ,Flag of Andalucía.svg Andalucía,37.1439159,-3.6254529
354,Coín ,22.159,Málaga ,Flag of Andalucía.svg Andalucía,36.661601,-4.75751
355,Baza ,22.092,Granada ,Flag of Andalucía.svg Andalucía,37.4862228,-2.7769904
356,Esparraguera ,21.986,Barcelona ,Flag of Catalonia.svg Cataluña,41.5389334,1.870725
357,Mondragón ,21.972,Guipúzcoa ,Flag of the Basque Country.svg País Vasco,43.0648865,-2.4902081
358,Isla Cristina ,21.903,Huelva ,Flag of Andalucía.svg Andalucía,37.2005266,-7.323303500000001
359,Moncada ,21.86,Valencia ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,39.5452518,-0.3960275
360,Vilaseca ,21.839,Tarragona ,Flag of Catalonia.svg Cataluña,41.1089174,1.1457729
361,San Felíu de Guixols ,21.814,Gerona ,Flag of Catalonia.svg Cataluña,41.7850237,3.031659
362,La Estrada ,21.759,Pontevedra ,Flag of Galicia.svg Galicia,42.6898968,-8.4909406
363,Paracuellos de Jarama ,21.718,Comunidad de Madrid ,Flag of the Community of Madrid.svg Comunidad de Madrid,40.5056034,-3.5302108
364,Puebla de Vallbona ,21.708,Valencia ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,39.5989564,-0.5352355999999999
365,Alfaz del Pi ,21.67,Alicante ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,38.575398,-0.100481
366,Conil de la Frontera ,21.664,Cádiz ,Flag of Andalucía.svg Andalucía,36.2780988,-6.086207099999999
367,Loja ,21.618,Granada ,Flag of Andalucía.svg Andalucía,37.1661897,-4.149075
368,Medina del Campo ,21.607,Valladolid ,Flag of Castile and León.svg Castilla y León,41.3081627,-4.9154767
369,Rojales ,21.583,Alicante ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,38.0860483,-0.7235857
370,Mairena del Alcor ,21.56,Sevilla ,Flag of Andalucía.svg Andalucía,37.3740447,-5.7484139
371,Barañáin ,21.552,Comunidad Foral de Navarra ,Navarra,42.8041023,-1.6846077
372,Palma del Río ,21.537,Córdoba ,Flag of Andalucía.svg Andalucía,37.69821710000001,-5.2801691
373,Bétera ,21.512,Valencia ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,39.5915208,-0.4620313
374,Amposta ,21.445,Tarragona ,Flag of Catalonia.svg Cataluña,40.7067997,0.5801695
375,Las Torres de Cotillas ,21.443,Región de Murcia ,Flag of the Region of Murcia.svg Murcia,38.0274986,-1.2433848
376,San Juan de Aznalfarache ,21.439,Sevilla ,Flag of Andalucía.svg Andalucía,37.3592432,-6.0343054
377,Requena ,21.394,Valencia ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,39.4890265,-1.0993366
378,Maracena ,21.264,Granada ,Flag of Andalucía.svg Andalucía,37.2078659,-3.6329196
379,Cabra ,21.188,Córdoba ,Flag of Andalucía.svg Andalucía,37.4733595,-4.4425169
380,Los Llanos de Aridane ,21.145,S.C. de Tenerife ,Flag of the Canary Islands (simple).svg Canarias,28.6577222,-17.9122017
381,Lalín ,21.127,Pontevedra ,Flag of Galicia.svg Galicia,42.6611505,-8.1110256
382,Ribarroja del Turia ,21.094,Valencia ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,39.5455701,-0.5712724
383,Baena ,21.028,Córdoba ,Flag of Andalucía.svg Andalucía,37.617362,-4.3244513
384,Calatayud ,20.837,Zaragoza ,Flag of Aragon.svg Aragón,41.3531678,-1.6468455
385,Teguise ,20.788,Las Palmas ,Flag of the Canary Islands (simple).svg Canarias,29.0599533,-13.5595989
386,Ayamonte ,20.763,Huelva ,Flag of Andalucía.svg Andalucía,37.2141237,-7.4043413
387,Alfafar ,20.728,Valencia ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,39.4169604,-0.4000294
388,Alhama de Murcia ,20.725,Región de Murcia ,Flag of the Region of Murcia.svg Murcia,37.8493011,-1.422935
389,Algete ,20.701,Comunidad de Madrid ,Flag of the Community of Madrid.svg Comunidad de Madrid,40.5964617,-3.5016452
390,Carcagente ,20.687,Valencia ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,39.1015624,-0.4219444
391,Pájara ,20.565,Las Palmas ,Flag of the Canary Islands (simple).svg Canarias,28.3508903,-14.1081189
392,Manlleu ,20.445,Barcelona ,Flag of Catalonia.svg Cataluña,42.0035444,2.2852014
393,Moguer ,20.418,Huelva ,Flag of Andalucía.svg Andalucía,37.27464,-6.8369079
394,Guía de Isora ,20.396,S.C. de Tenerife ,Flag of the Canary Islands (simple).svg Canarias,28.2111121,-16.7787562
395,Guadix ,20.375,Granada ,Flag of Andalucía.svg Andalucía,37.3011351,-3.1403256
396,Aspe ,20.292,Alicante ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,38.3435941,-0.7704126
397,Tías ,20.102,Las Palmas ,Flag of the Canary Islands (simple).svg Canarias,28.9578494,-13.6507431
398,Picasent ,20.087,Valencia ,Flag of the Valencian Community (2x3).svg Comunidad Valenciana,39.3637987,-0.4620313
