Le Rheu,7940
Feurs,7937
Sorbiers,7937
Thann,7933
Parempuyre,7922
La Tour-du-Pin,7922
Moirans,7917
Tonnay-Charente,7914
Moyeuvre-Grande,7907
Châteauneuf-sur-Loire,7906
Vendin-le-Vieil,7905
Champagnole,7901
Thaon-les-Vosges,7895
Avranches,7890
Déols,7889
La Ricamarie,7889
Guilers,7886
Le Loroux-Bottereau,7879
Langres,7877
Scionzier,7876
Houplines,7870
Achicourt,7852
Marseillan,7848
Bormes-les-Mimosas,7847
Boucau,7837
Claix,7828
Artigues-près-Bordeaux,7821
Auxonne,7819
Launaguet,7817
La Colle-sur-Loup,7815
Saint-Renan,7815
Périgny,7811
Vétraz-Monthoux,7781
Remiremont,7774
Saint-Vincent-de-Tyrosse,7773
Biguglia,7772
Thorigné-Fouillard,7770
Wissembourg,7757
Sarzeau,7756
Les Sorinières,7754
Mazingarbe,7743
Rethel,7730
Saint-Rémy-lès-Chevreuse,7725
Magny-le-Hongre,7722
Péronne,7702
Le Mesnil-Esnard,7698
Noisy-le-Roi,7684
Honfleur,7676
Mably,7673
Souffelweyersheim,7665
Céret,7663
Talange,7660
Sausset-les-Pins,7655
Wavrin,7644
Bandol,7636
Crozon,7634
Bagnères-de-Bigorre,7633
Fresnes-sur-Escaut,7623
Barlin,7619
Tullins,7606
Wintzenheim,7606
Saint-Nicolas-de-Port,7602
Pégomas,7598
Gleizé,7593
Doué-la-Fontaine,7584
Beynes,7583
Lisses,7579
Coulaines,7577
Vizille,7571
Hettange-Grande,7568
Waziers,7568
Languidic,7562
Prévessin-Moëns,7560
Isle,7523
Malemort-sur-Corrèze,7522
Varces-Allières-et-Risset,7522
Beaugency,7519
Rochefort-du-Gard,7518
Bain-de-Bretagne,7512
Éguilles,7510
Vineuil,7508
Rosporden,7507
Soustons,7504
Ballancourt-sur-Essonne,7482
Ancenis,7474
Houdain,7473
