Tournefeuille,26206
Bègles,26104
Gonesse,26075
Oullins,26072
Brunoy,26066
Taverny,25998
Armentières,25978
Montfermeil,25945
Rambouillet,25926
Villeparisis,25889
Le Kremlin-Bicêtre,25863
Sucy-en-Brie,25849
Montbéliard,25697
Romainville,25657
Cavaillon,25636
Saint-Dizier,25626
Brétigny-sur-Orge,25624
Saint-Sébastien-sur-Loire,25610
Saintes,25601
La Teste-de-Buch,25587
Villeneuve-la-Garenne,25466
Béthune,25463
Bussy-Saint-Georges,25419
Vichy,25325
La Garde,25298
Agde,25253
Laon,25219
Sens,25018
Lunel,25006
Miramas,25002
Biarritz,24993
Le Grand-Quevilly,24967
Orvault,24922
Les Ulis,24914
Champs-sur-Marne,24913
Rochefort,24761
Muret,24725
Eaubonne,24606
Étampes,24502
Gradignan,24439
Vernon,24064
Libourne,23947
Abbeville,23821
Rodez,23741
Saint-Ouen-l'Aumône,23702
Torcy,23669
Montgeron,23565
Villeneuve-sur-Lot,23462
Cormeilles-en-Parisis,23419
Épernay,23413
Sèvres,23404
Dole,23312
Le Bouscat,23207
Maisons-Laffitte,23194
Blagnac,22969
Frontignan,22942
Cenon,22882
Mandelieu-la-Napoule,22864
Vertou,22820
Les Lilas,22819
Limeil-Brévannes,22816
Bruay-la-Buissière,22802
Les Pavillons-sous-Bois,22680
Chaumont,22560
Roissy-en-Brie,22559
Le Petit-Quevilly,22426
Manosque,22412
Saint-Mandé,22398
Fontenay-aux-Roses,22378
Orly,22377
Le Creusot,22308
Oyonnax,22258
La Madeleine,22243
Millau,22205
Combs-la-Ville,22086
Fontaine,22066
Deuil-la-Barre,22031
Coudekerque-Branche,22015
Auch,21962
Lanester,21874
Beaune,21838
Montigny-lès-Metz,21831
Eysines,21762
Hazebrouck,21737
Longjumeau,21657
Sainte-Foy-lès-Lyon,21646
Forbach,21596
Sarreguemines,21572
Mons-en-Baroeul,21513
La Valette-du-Var,21463
Hérouville-Saint-Clair,21393
Morsang-sur-Orge,21377
Grande-Synthe,21364
Allauch,21276
La Celle-Saint-Cloud,21264
Lisieux,21132
Croix,21114
Tassin-la-Demi-Lune,21102
Dammarie-les-Lys,21094
Vélizy-Villacoublay,20997
Wasquehal,20990
Saint-Gratien,20933
Halluin,20915
Neuilly-Plaisance,20840
Montmorency,20796
Dax,20776
Lormont,20770
Lagny-sur-Marne,20718
Le Mée-sur-Seine,20713
Saint-Genis-Laval,20696
Fleury-les-Aubrais,20677
Loos,20650
Gif-sur-Yvette,20631
Denain,20549
Villeneuve-le-Roi,20481
Saint-Dié-des-Vosges,20471
Olivet,20458
Montigny-lès-Cormeilles,20307
Gujan-Mestras,20294
Mantes-la-Ville,20251
Fougères,20170
Annecy-le-Vieux,20166
Couëron,20084
Saint-Michel-sur-Orge,20057
Les Pennes-Mirabeau,20018
