Barcelona,Badia del Vallès,13502
Burgos,Aranda de Duero,32880
Burgos,Burgos,177100
Burgos,Miranda de Ebro,36173
Cáceres,Cáceres,95617
Cáceres,Coria,12930
Cáceres,Navalmoral de la Mata,17156
Cáceres,Plasencia,40755
Cádiz,Algeciras,118920
Cádiz,Arcos de la Frontera,31193
Cádiz,Barbate,22808
Cádiz,Los Barrios,23167
Cádiz,Cádiz,120468
Cádiz,Conil de la Frontera,22136
Cádiz,Chiclana de la Frontera,82777
Cádiz,Chipiona,19062
Cádiz,Jerez de la Frontera,212876
Cádiz,La Línea de la Concepción,63352
Cádiz,Medina-Sidonia,11749
Cádiz,El Puerto de Santa María,88335
Cádiz,Puerto Real,41509
Cádiz,Rota,29123
Cádiz,San Fernando,96131
Cádiz,Sanlúcar de Barrameda,67433
Cádiz,San Roque,29373
Cádiz,Tarifa,18011
Cádiz,Ubrique,16836
Cádiz,Vejer de la Frontera,12812
Cádiz,Villamartín,12271
Castellón,L'Alcora,10591
Castellón,Almazora,25488
Castellón,Benicarló,26403
Castellón,Benicasim,18098
Castellón,Borriana,34708
Castellón,Castellón de la Plana,171669
Castellón,Nules,13442
Castellón,Onda,24963
Castellón,La Vall d'Uixó,31671
Castellón,Vila-real,50580
Castellón,Vinaròs,28190
Ciudad Real,Alcázar de San Juan,31269
Ciudad Real,Bolaños de Calatrava,12001
Ciudad Real,Campo de Criptana,14126
Ciudad Real,Ciudad Real,74427
Ciudad Real,Daimiel,18577
Ciudad Real,Manzanares,18642
Ciudad Real,Miguelturra,15032
Ciudad Real,Puertollano,50035
Ciudad Real,Socuéllamos,12721
Ciudad Real,La Solana,15979
Ciudad Real,Tomelloso,37645
Ciudad Real,Valdepeñas,30514
Ciudad Real,Villarrubia de los Ojos,10494
Córdoba,Aguilar de la Frontera,13551
Córdoba,Baena,19802
Córdoba,Cabra,20837
Córdoba,La Carlota,13929
Córdoba,Córdoba,327362
Córdoba,Fuente Palmera,10895
Córdoba,Lucena,42697
Córdoba,Montilla,23519
Córdoba,Palma del Río,21522
Córdoba,Peñarroya-Pueblonuevo,11300
Córdoba,Pozoblanco,17380
Córdoba,Priego de Córdoba,22936
Córdoba,Puente Genil,30167
Córdoba,Rute,10269
A Coruña,Ames,30267
A Coruña,Arteixo,30950
A Coruña,Betanzos,13202
A Coruña,Boiro,18950
A Coruña,Cambre,24076
A Coruña,Carballo,31283
A Coruña,A Coruña,243870
A Coruña,Culleredo,29593
A Coruña,Fene,13385
A Coruña,Ferrol,69452
A Coruña,A Laracha,11402
A Coruña,Narón,39565
A Coruña,Noia,14472
A Coruña,Oleiros,34693
A Coruña,Ordes,12776
A Coruña,As Pontes de García Rodríguez,10503
A Coruña,Rianxo,11386
A Coruña,Ribeira,27372
A Coruña,Sada,15080
A Coruña,Santiago de Compostela,95612
A Coruña,Teo,18505
Cuenca,Cuenca,55428
Cuenca,Tarancón,14922
Girona,Banyoles,19299
Girona,La Bisbal d'Empordà,10759
Girona,Blanes,39132
Girona,Calonge,10520
Girona,Cassà de la Selva,10030
Girona,Castelló d'Empúries,10870
Girona,Castell-Platja d'Aro,10589
Girona,L'Escala,10276
Girona,Figueres,45346
Girona,Girona,97586
Girona,Lloret de Mar,37618
Girona,Olot,33944
Girona,Palafrugell,22733
Girona,Palamós,17911
Girona,Ripoll,10632
Girona,Roses,19575
Girona,Salt,29342
Girona,Sant Feliu de Guíxols,21586
Girona,Santa Coloma de Farners,12681
Girona,Torroella de Montgrí,11388
Granada,Albolote,18464
Granada,Almuñécar,27391
Granada,Armilla,23623
Granada,Atarfe,17792
Granada,Baza,20668
Granada,Churriana de la Vega,13907
Granada,Granada,235800
Granada,Guadix,18928
Granada,Huétor Tájar,10147
Granada,Huétor Vega,11849
Granada,Illora,10423
Granada,Loja,20893
Granada,Maracena,21816
Granada,Motril,60777
Granada,Ogíjares,13719
Granada,Peligros,11154
Granada,Pinos Puente,10605
Granada,Salobreña,12429
Granada,Santa Fe,15067
Granada,La Zubia,18675
Granada,Las Gabias,19603
Granada,Vegas del Genil,10423
Guadalajara,Alovera,12247
Guadalajara,Azuqueca de Henares,34896
Guadalajara,El Casar,11606
Guadalajara,Guadalajara,83391
Gipuzkoa,Andoain,14668
Gipuzkoa,Azkoitia,11566
Gipuzkoa,Azpeitia,14675
Gipuzkoa,Beasain,13980
Gipuzkoa,Eibar,27414
Gipuzkoa,Elgoibar,11589
Gipuzkoa,Hondarribia,16945
Gipuzkoa,Hernani,19600
Gipuzkoa,Irun,61481
Gipuzkoa,Arrasate,22055
Gipuzkoa,Oñati,11276
Gipuzkoa,Oiartzun,10148
Gipuzkoa,Pasaia,16012
Gipuzkoa,Errenteria,39276
Gipuzkoa,Donostia,186095
Gipuzkoa,Tolosa,19113
Gipuzkoa,Bergara,14780
Gipuzkoa,Zarautz,22988
Gipuzkoa,Lasarte-Oria,18093
Huelva,Aljaraque,20357
Huelva,Almonte,23254
Huelva,Ayamonte,20357
Huelva,Bollullos Par del Condado,14324
Huelva,Cartaya,19164
Huelva,Gibraleón,12508
Huelva,Huelva,146318
Huelva,Isla Cristina,21193
Huelva,Lepe,27675
Huelva,Moguer,21383
Huelva,La Palma del Condado,10662
Huelva,Palos de la Frontera,10365
Huelva,Punta Umbría,14996
Huelva,Valverde del Camino,12766
Huesca,Barbastro,17020
Huesca,Fraga,14921
Huesca,Huesca,52239
Huesca,Jaca,13088
Huesca,Monzón,17260
Jaén,Alcalá la Real,22036
Jaén,Alcaudete,10779
Jaén,Andújar,38246
Jaén,Baeza,16163
Jaén,Bailén,18243
Jaén,La Carolina,15673
Jaén,Jaén,115395
Jaén,Jódar,12022
Jaén,Linares,59737
Jaén,Mancha Real,11212
Jaén,Martos,24398
Jaén,Torredelcampo,14605
Jaén,Torredonjimeno,14011
Jaén,Úbeda,34930
Jaén,Villacarrillo,11040
León,Astorga,11387
León,La Bañeza,10443
León,León,127817
León,Ponferrada,66884
León,San Andrés del Rabanedo,31745
León,Villaquilambre,18615
Lleida,Balaguer,16479
Lleida,Lleida,138542
Lleida,Mollerussa,14900
Lleida,La Seu d'Urgell,12249
Lleida,Tàrrega,16444
La Rioja,Arnedo,14597
La Rioja,Calahorra,23955
La Rioja,Haro,11414
La Rioja,Logroño,151344
Lugo,Lugo,98134
Lugo,Monforte de Lemos,19061
Lugo,Sarria,13393
Lugo,Vilalba,14645
Lugo,Viveiro,15735
Madrid,Alcalá de Henares,198750
Madrid,Alcobendas,113055
Madrid,Alcorcón,167136
Madrid,Algete,20148
Madrid,Alpedrete,14248
Madrid,Aranjuez,58168
Madrid,Arganda del Rey,54533
Madrid,Arroyomolinos,26846
Madrid,Boadilla del Monte,48775
Madrid,Brunete,10398
Madrid,Ciempozuelos,23696
Madrid,Colmenar Viejo,47601
Madrid,Collado Villalba,62056
Madrid,Coslada,86919
Madrid,El Escorial,15342
Madrid,Fuenlabrada,195180
Madrid,Galapagar,32294
Madrid,Getafe,174921
Madrid,Guadarrama,15538
Madrid,Humanes de Madrid,19413
Madrid,Leganés,186907
Madrid,Madrid,3141991
Madrid,Majadahonda,70800
Madrid,Meco,13269
Madrid,Mejorada del Campo,22902
Madrid,Moralzarzal,12213
Madrid,Móstoles,206263
Madrid,Navalcarnero,26672
Madrid,Paracuellos de Jarama,22293
Madrid,Parla,125056
Madrid,Pinto,48660
Madrid,Pozuelo de Alarcón,84558
Madrid,Rivas-Vaciamadrid,81473
Madrid,Las Rozas de Madrid,93520
Madrid,San Agustín del Guadalix,12982
Madrid,San Fernando de Henares,40188
Madrid,San Lorenzo de El Escorial,18191
Madrid,San Martín de la Vega,18835
Madrid,San Sebastián de los Reyes,84944
Madrid,Torrejón de Ardoz,126934
Madrid,Torrelodones,23117
Madrid,Valdemorillo,12173
Madrid,Valdemoro,72854
Madrid,Velilla de San Antonio,12382
Madrid,Villalbilla,12351
Madrid,Villanueva de la Cañada,19250
Madrid,Villanueva del Pardillo,16797
Madrid,Villaviciosa de Odón,27075
Madrid,Tres Cantos,43309
Málaga,Alhaurín de la Torre,38523
Málaga,Alhaurín el Grande,24338
Málaga,Álora,13003
Málaga,Antequera,41141
Málaga,Benalmádena,66598
Málaga,Cártama,24592
Málaga,Coín,21561
Málaga,Estepona,67080
Málaga,Fuengirola,77525
Málaga,Málaga,569130
Málaga,Manilva,14587
Málaga,Marbella,139537
Málaga,Mijas,79483
Málaga,Nerja,21185
Málaga,Rincón de la Victoria,43135
Málaga,Ronda,35676
Málaga,Torrox,15117
Málaga,Vélez-Málaga,78166
Málaga,Torremolinos,67492
Murcia,Abarán,13179
Murcia,Águilas,34772
Murcia,Alcantarilla,41021
Murcia,Alhama de Murcia,21351
Murcia,Archena,18559
Murcia,Beniel,11096
Murcia,Bullas,11753
Murcia,Calasparra,10423
Murcia,Caravaca de la Cruz,25851
Murcia,Cartagena,216301
Murcia,Cehegín,15794
Murcia,Ceutí,11227
Murcia,Cieza,35115
Murcia,Fuente Álamo de Murcia,16284
Murcia,Jumilla,25484
Murcia,Lorca,91714
Murcia,Mazarrón,32150
Murcia,Molina de Segura,69331
Murcia,Mula,16805
Murcia,Murcia,439889
Murcia,Puerto Lumbreras,14694
Murcia,San Javier,31915
Murcia,San Pedro del Pinatar,24339
Murcia,Torre-Pacheco,34469
Murcia,Las Torres de Cotillas,21399
Murcia,Totana,30916
Murcia,La Unión,19572
Murcia,Yecla,34100
Murcia,Santomera,16012
Murcia,Los Alcázares,15605
Navarra,Ansoáin,10830
Navarra,Burlada,18336
Navarra,Valle de Egüés,19603
Navarra,Estella-Lizarra,13702
Navarra,Pamplona,195853
Navarra,Tafalla,10809
Navarra,Tudela,35388
Navarra,Villava,10265
Navarra,Barañain,20475
Navarra,Zizur Mayor,14493
Ourense,Barbadás,10463
Ourense,O Barco de Valdeorras,13785
Ourense,O Carballiño,13999
Ourense,Xinzo de Limia,10043
Ourense,Ourense,106231
Ourense,Verín,14107
Asturias,Aller,11555
Asturias,Avilés,80880
Asturias,Cangas del Narcea,13451
Asturias,Carreño,10704
Asturias,Castrillón,22735
Asturias,Corvera de Asturias,16088
Asturias,Gijón,274290
Asturias,Gozón,10588
Asturias,Grado,10309
Asturias,Langreo,41738
Asturias,Laviana,13582
Asturias,Lena,11654
Asturias,Valdés,12421
Asturias,Llanera,13904
Asturias,Llanes,13694
Asturias,Mieres,40338
Asturias,Oviedo,221870
Asturias,San Martín del Rey Aurelio,17182
Asturias,Siero,52191
Asturias,Tineo,10128
Asturias,Villaviciosa,14690
Palencia,Palencia,79595
Las Palmas,Agüimes,30294
Las Palmas,Antigua,11024
Las Palmas,Arrecife,56940
Las Palmas,Arucas,37054
Las Palmas,Gáldar,24235
Las Palmas,Ingenio,30258
Las Palmas,Mogán,22277
Las Palmas,La Oliva,25199
Las Palmas,Pájara,19271
Las Palmas,Las Palmas de Gran Canaria,379766
Las Palmas,Puerto del Rosario,37363
Las Palmas,San Bartolomé,18402
Las Palmas,San Bartolomé de Tirajana,54932
Las Palmas,Santa Brígida,18582
Las Palmas,Santa Lucía de Tirajana,69069
Las Palmas,Santa María de Guía de Gran Canaria,13890
Las Palmas,Teguise,21454
Las Palmas,Telde,102078
Las Palmas,Teror,12499
Las Palmas,Tías,20019
Las Palmas,Tuineje,13797
Las Palmas,Yaiza,15815
Pontevedra,Baiona,12072
Pontevedra,Bueu,12251
Pontevedra,Cambados,13895
Pontevedra,Cangas,26520
Pontevedra,A Estrada,21025
Pontevedra,Gondomar,14056
Pontevedra,O Grove,10801
Pontevedra,A Guarda,10193
Pontevedra,Lalín,20005
Pontevedra,Marín,25084
Pontevedra,Moaña,19492
Pontevedra,Mos,15305
Pontevedra,Nigrán,17619
Pontevedra,Pontevedra,82539
Pontevedra,O Porriño,18898
Pontevedra,Poio,16842
Pontevedra,Ponteareas,22990
Pontevedra,Redondela,29697
Pontevedra,Sanxenxo,17391
Pontevedra,Tomiño,13662
Pontevedra,Tui,17013
Pontevedra,Vigo,294098
Pontevedra,Vilagarcía de Arousa,37482
Pontevedra,Vilanova de Arousa,10422
Salamanca,Béjar,13724
Salamanca,Ciudad Rodrigo,13052
Salamanca,Salamanca,146438
Salamanca,Santa Marta de Tormes,14970
Cantabria,El Astillero,18297
Cantabria,Camargo,30766
Cantabria,Castro-Urdiales,31833
Cantabria,Los Corrales de Buelna,11077
Cantabria,Laredo,11643
Cantabria,Piélagos,24360
Cantabria,Santa Cruz de Bezana,12560
Cantabria,Santander,173957
Cantabria,Santoña,11088
Cantabria,Torrelavega,53496
Segovia,Segovia,52728
Sevilla,Alcalá de Guadaíra,74845
Sevilla,Alcalá del Río,11745
Sevilla,La Algaba,16279
Sevilla,Arahal,19550
Sevilla,Bollullos de la Mitación,10199
Sevilla,Bormujos,21362
Sevilla,Brenes,12697
Sevilla,Las Cabezas de San Juan,16514
Sevilla,Camas,26861
Sevilla,Cantillana,10717
Sevilla,Carmona,28656
Sevilla,Castilleja de la Cuesta,17459
Sevilla,Coria del Río,30358
Sevilla,Dos Hermanas,131317
Sevilla,Écija,40320
Sevilla,Espartinas,14909
Sevilla,Estepa,12716
Sevilla,Gines,13309
Sevilla,Guillena,12506
Sevilla,Lebrija,27449
Sevilla,Lora del Río,19328
